clase,IMAGE_ID,ruta_original,ruta_mascara,mediar,mediag,mediab,hhr,ent,b,g1,g2,g3,g4,g5,mean_r_g
Anemic,Image_018,resultados_fase1\Anemic\Image_018_1_original.png,resultados_fase1\Anemic\Image_018_4_mascara.png,166.02630751493555,89.23152709359606,87.05492086783356,0.45791845718478147,6.120794562450389,111.93040561785976,10.672151565551758,2.5662927627563477,2.223433256149292,5.00252628326416,111.93040466308594,76.7947769165039
Anemic,Image_019,resultados_fase1\Anemic\Image_019_1_original.png,resultados_fase1\Anemic\Image_019_4_mascara.png,184.58506616257088,121.41713925645873,98.33522369250157,0.0,4.871340169618537,137.674543163201,21.4165096282959,2.1606805324554443,5.051215171813965,9.30867862701416,137.67454528808594,63.16792678833008
Anemic,Image_021,resultados_fase1\Anemic\Image_021_1_original.png,resultados_fase1\Anemic\Image_021_4_mascara.png,182.7157894736842,99.61704260651629,104.10401002506266,0.8716791979949875,4.591566895819112,124.98972431077694,15.182706832885742,1.689223051071167,3.821553945541382,6.847751617431641,124.9897232055664,83.09874725341797
Anemic,Image_022,resultados_fase1\Anemic\Image_022_1_original.png,resultados_fase1\Anemic\Image_022_4_mascara.png,137.02914798206277,53.92152466367713,47.84317389138017,0.0,5.15415164970926,78.06888390632786,9.45677661895752,2.086073637008667,2.010490894317627,4.384737491607666,78.06888580322266,83.10762023925781
Anemic,Image_025,resultados_fase1\Anemic\Image_025_1_original.png,resultados_fase1\Anemic\Image_025_4_mascara.png,193.10544217687075,116.6806500377929,90.79931972789116,0.0,6.1031548762497785,136.5818216175359,17.28023338317871,4.315948486328125,3.477135181427002,8.068594932556152,136.58181762695312,76.42478942871094
Anemic,Image_026,resultados_fase1\Anemic\Image_026_1_original.png,resultados_fase1\Anemic\Image_026_4_mascara.png,210.108442503639,132.47933042212517,121.0395924308588,0.0,6.26077548741951,154.3721979621543,19.30043601989746,8.90946102142334,2.298447370529175,10.361631393432617,154.3721923828125,77.62911224365234
Anemic,Image_029,resultados_fase1\Anemic\Image_029_1_original.png,resultados_fase1\Anemic\Image_029_4_mascara.png,213.71129070596623,120.48024720703589,109.29051580698835,0.05837889232231994,5.8584522582037915,147.0866650820062,10.69198989868164,3.3719990253448486,1.990803599357605,5.203121185302734,147.086669921875,93.23104095458984
Anemic,Image_030,resultados_fase1\Anemic\Image_030_1_original.png,resultados_fase1\Anemic\Image_030_4_mascara.png,208.75202702702703,145.79594594594596,139.54054054054055,0.09662162162162162,6.472302546139209,163.90945945945947,25.912837982177734,5.151351451873779,5.206231117248535,11.42921257019043,163.90945434570312,62.95608139038086
Anemic,Image_031,resultados_fase1\Anemic\Image_031_1_original.png,resultados_fase1\Anemic\Image_031_4_mascara.png,217.48722627737226,135.59508602711156,118.50684306569343,0.002867570385818561,6.315676036657111,158.13809958289886,13.99055004119873,5.070385932922363,2.4639453887939453,7.044425010681152,158.13809204101562,81.89214324951172
Anemic,Image_032,resultados_fase1\Anemic\Image_032_1_original.png,resultados_fase1\Anemic\Image_032_4_mascara.png,210.6347237880496,136.2326193160466,129.6369785794814,0.03570086433671552,6.366402188406799,157.71777527245396,28.1341609954834,6.168357849121094,6.099920749664307,12.98343563079834,157.7177734375,74.40210723876953
Anemic,Image_033,resultados_fase1\Anemic\Image_033_1_original.png,resultados_fase1\Anemic\Image_033_4_mascara.png,176.16830639494026,121.024595924104,120.28285312719606,0.25087842586085735,5.299941229784655,137.43394237526354,19.501054763793945,2.6366829872131348,4.70914363861084,8.786317825317383,137.43394470214844,55.14371109008789
Anemic,Image_034,resultados_fase1\Anemic\Image_034_1_original.png,resultados_fase1\Anemic\Image_034_4_mascara.png,186.18779564806056,63.886471144749294,60.12653736991486,0.1118732261116367,6.110216987199667,100.02530747398298,12.166272163391113,3.2809839248657227,2.3685221672058105,5.727965354919434,100.02530670166016,122.30132293701172
Anemic,Image_035,resultados_fase1\Anemic\Image_035_1_original.png,resultados_fase1\Anemic\Image_035_4_mascara.png,117.9957391019338,61.23434939364143,59.12127171419207,0.25139298590626025,5.426395489950181,77.952802359882,10.871517181396484,2.778433322906494,2.3921120166778564,5.2564568519592285,77.95280456542969,56.761390686035156
Anemic,Image_036,resultados_fase1\Anemic\Image_036_1_original.png,resultados_fase1\Anemic\Image_036_4_mascara.png,183.88124757845796,102.39965129794653,97.41766757070903,0.0015497869043006587,6.880620743626254,126.19992251065479,14.245447158813477,2.3669121265411377,3.313143253326416,6.543543815612793,126.19992065429688,81.48159790039062
Anemic,Image_037,resultados_fase1\Anemic\Image_037_1_original.png,resultados_fase1\Anemic\Image_037_4_mascara.png,211.91345226615238,121.08365477338477,117.42068466730954,0.16923818707810992,5.748094668680332,147.81485053037608,17.85944938659668,3.004821538925171,3.8781204223632812,8.04015827178955,147.81484985351562,90.82979583740234
Anemic,Image_038,resultados_fase1\Anemic\Image_038_1_original.png,resultados_fase1\Anemic\Image_038_4_mascara.png,127.18395757374876,63.60291680477295,57.142857142857146,0.0,5.86915557970797,81.89625455750746,11.714948654174805,2.763009548187256,2.3949103355407715,5.419471740722656,81.89625549316406,63.58103942871094
Anemic,Image_039,resultados_fase1\Anemic\Image_039_1_original.png,resultados_fase1\Anemic\Image_039_4_mascara.png,202.09436738125262,90.55758722152164,82.37137452711224,0.04812946616225305,5.419341139072185,122.97940311055065,16.47877311706543,2.475409746170044,3.750081777572632,7.343376636505127,122.97940063476562,111.53678131103516
Anemic,Image_040,resultados_fase1\Anemic\Image_040_1_original.png,resultados_fase1\Anemic\Image_040_4_mascara.png,189.40404275092936,99.67053903345725,102.49395910780669,0.5590148698884758,5.027429596592851,126.82039962825279,19.057621002197266,3.917750835418701,4.387185096740723,8.854537010192871,126.82039642333984,89.73350524902344
Anemic,Image_041,resultados_fase1\Anemic\Image_041_1_original.png,resultados_fase1\Anemic\Image_041_4_mascara.png,179.55461193677755,143.35220570889362,141.53904222694032,0.169379570653456,5.678362512496269,153.97121962727059,21.195329666137695,7.481717586517334,3.4261224269866943,10.577052116394043,153.97122192382812,36.20240783691406
Anemic,Image_042,resultados_fase1\Anemic\Image_042_1_original.png,resultados_fase1\Anemic\Image_042_4_mascara.png,187.74294670846396,121.67899686520376,110.05454545454545,0.0,4.637635945152174,140.11598746081503,17.509090423583984,1.9178683757781982,4.358272075653076,7.880435466766357,140.11598205566406,66.06394958496094
Anemic,Image_043,resultados_fase1\Anemic\Image_043_1_original.png,resultados_fase1\Anemic\Image_043_4_mascara.png,220.76818580192813,171.5008764241893,173.25547765118318,0.6340929009640666,5.423874410800986,186.42068361086766,25.361963272094727,2.588080644607544,5.748612403869629,10.884528160095215,186.42068481445312,49.267311096191406
Anemic,Image_044,resultados_fase1\Anemic\Image_044_1_original.png,resultados_fase1\Anemic\Image_044_4_mascara.png,118.35562549173879,43.59323367427223,25.3705743509048,0.0,4.2550862664971545,63.85444531864673,10.945712089538574,2.6011013984680176,2.502054452896118,5.073886394500732,63.85444641113281,74.76239013671875
Anemic,Image_045,resultados_fase1\Anemic\Image_045_1_original.png,resultados_fase1\Anemic\Image_045_4_mascara.png,166.75345992919216,84.0885098165433,62.26778242677824,0.0,5.5944699278363474,106.32603797875764,15.630511283874512,2.9208240509033203,3.5820906162261963,7.224950313568115,106.32603454589844,82.66494750976562
Anemic,Image_046,resultados_fase1\Anemic\Image_046_1_original.png,resultados_fase1\Anemic\Image_046_4_mascara.png,220.39251743817374,142.23684210526315,104.01616994292961,0.0,6.152778354788594,161.24793912492075,23.543119430541992,4.6207990646362305,5.214365482330322,10.829877853393555,161.24794006347656,78.15567779541016
Anemic,Image_047,resultados_fase1\Anemic\Image_047_1_original.png,resultados_fase1\Anemic\Image_047_4_mascara.png,189.40404275092936,99.67053903345725,102.49395910780669,0.5590148698884758,5.027429596592851,126.82039962825279,19.057621002197266,3.917750835418701,4.387185096740723,8.854537010192871,126.82039642333984,89.73350524902344
Anemic,Image_048,resultados_fase1\Anemic\Image_048_1_original.png,resultados_fase1\Anemic\Image_048_4_mascara.png,207.93950177935943,138.04325212154393,113.52176293457433,0.0,4.9679786262897005,156.16096359156856,20.16534423828125,2.6257870197296143,4.826535224914551,9.033403396606445,156.1609649658203,69.89624786376953
Anemic,Image_049,resultados_fase1\Anemic\Image_049_1_original.png,resultados_fase1\Anemic\Image_049_4_mascara.png,197.73882618510157,135.30067720090292,136.4040632054176,0.5002257336343116,6.288280120408729,154.09909706546276,19.033634185791016,7.141083717346191,3.4015300273895264,9.577402114868164,154.09909057617188,62.438148498535156
Anemic,Image_050,resultados_fase1\Anemic\Image_050_1_original.png,resultados_fase1\Anemic\Image_050_4_mascara.png,166.51591236206622,129.0980329441868,130.18822964976812,0.6868703022549176,5.002821808868007,140.40732448424757,14.421717643737793,1.3404765129089355,3.6754446029663086,6.517294883728027,140.40731811523438,37.41788101196289
Anemic,Image_051,resultados_fase1\Anemic\Image_051_1_original.png,resultados_fase1\Anemic\Image_051_4_mascara.png,192.1241692332631,103.40590047009239,103.19695250445777,0.36180904522613067,5.193275023098412,129.90841303290648,17.004053115844727,3.879396915435791,3.5859944820404053,7.814807891845703,129.90841674804688,88.71826934814453
Anemic,Image_052,resultados_fase1\Anemic\Image_052_1_original.png,resultados_fase1\Anemic\Image_052_4_mascara.png,167.8919642857143,100.66979166666667,80.38244047619048,0.0,5.14564224663715,118.44627976190476,14.565476417541504,4.268452167510986,2.859424591064453,6.894198894500732,118.44628143310547,67.22217559814453
Anemic,Image_053,resultados_fase1\Anemic\Image_053_1_original.png,resultados_fase1\Anemic\Image_053_4_mascara.png,154.16675843624637,90.73688350507355,88.52528907417604,0.1854794305042083,5.577100048382755,109.44883190434987,11.056634902954102,4.874852657318115,1.3747868537902832,5.639158725738525,109.4488296508789,63.429874420166016
Anemic,Image_054,resultados_fase1\Anemic\Image_054_1_original.png,resultados_fase1\Anemic\Image_054_4_mascara.png,178.9014675052411,119.93605870020964,104.56132075471699,0.0,6.0248248431958915,135.78668763102726,20.248428344726562,3.280398368835449,4.8448638916015625,9.349093437194824,135.78668212890625,58.96540832519531
Anemic,Image_055,resultados_fase1\Anemic\Image_055_1_original.png,resultados_fase1\Anemic\Image_055_4_mascara.png,217.48722627737226,135.59508602711156,118.50684306569343,0.002867570385818561,6.315676036657111,158.13809958289886,13.99055004119873,5.070385932922363,2.4639453887939453,7.044425010681152,158.13809204101562,81.89214324951172
Anemic,Image_056,resultados_fase1\Anemic\Image_056_1_original.png,resultados_fase1\Anemic\Image_056_4_mascara.png,167.3567801857585,72.89907120743034,76.65783281733746,0.8465634674922601,5.587074000250648,101.58712074303405,14.64866828918457,2.0429720878601074,3.328641176223755,6.507582664489746,101.58712005615234,94.45771026611328
Anemic,Image_057,resultados_fase1\Anemic\Image_057_1_original.png,resultados_fase1\Anemic\Image_057_4_mascara.png,229.95117845117846,192.09469696969697,196.0223063973064,0.7466329966329966,4.845488286419816,203.8838383838384,24.518096923828125,2.3093433380126953,5.824681758880615,10.660469055175781,203.8838348388672,37.85647964477539
Anemic,Image_066,resultados_fase1\Anemic\Image_066_1_original.png,resultados_fase1\Anemic\Image_066_4_mascara.png,169.52375249500997,73.62946107784431,77.85461077844312,0.8629141716566866,5.750807120243046,102.79584830339321,10.318483352661133,2.020598888397217,2.130512237548828,4.694998264312744,102.79584503173828,95.89429473876953
Anemic,Image_068,resultados_fase1\Anemic\Image_068_1_original.png,resultados_fase1\Anemic\Image_068_4_mascara.png,208.66494679135764,143.64592067075137,112.49226056110932,0.0,5.67332169641566,159.54030957755563,16.31247901916504,3.416639804840088,3.454620599746704,7.556931018829346,159.54031372070312,65.01902770996094
Anemic,Image_069,resultados_fase1\Anemic\Image_069_1_original.png,resultados_fase1\Anemic\Image_069_4_mascara.png,208.81104587953902,163.18830180474015,181.30484888019134,0.15916503587736464,5.700628665527922,178.91041530767558,18.973255157470703,1.4448792934417725,4.809137344360352,8.36186408996582,178.91041564941406,45.622745513916016
Anemic,Image_074,resultados_fase1\Anemic\Image_074_1_original.png,resultados_fase1\Anemic\Image_074_4_mascara.png,208.82250483826377,161.66491567597456,151.54257672103952,0.0,5.2463921974069585,174.60547414984794,16.854022979736328,1.627730131149292,4.287792205810547,7.579718112945557,174.60546875,47.157588958740234
Anemic,Image_076,resultados_fase1\Anemic\Image_076_1_original.png,resultados_fase1\Anemic\Image_076_4_mascara.png,210.19674109837055,158.10621605310803,148.3560651780326,0.0,5.229128845636623,172.57372762019713,16.084087371826172,1.5473747253417969,4.138022422790527,7.2937726974487305,172.57373046875,52.09052658081055
Anemic,Image_077,resultados_fase1\Anemic\Image_077_1_original.png,resultados_fase1\Anemic\Image_077_4_mascara.png,206.60493827160494,132.5509893455099,92.24031794351428,0.0,6.3086014389158445,150.11838322340606,16.717741012573242,2.5949602127075195,3.7225887775421143,7.479496955871582,150.11837768554688,74.05394744873047
Anemic,Image_078,resultados_fase1\Anemic\Image_078_1_original.png,resultados_fase1\Anemic\Image_078_4_mascara.png,188.6304661220567,126.89716482460355,113.04252763094667,0.02378664103796252,7.054654296052081,143.78183565593466,17.447860717773438,2.465641498565674,4.316834926605225,8.035558700561523,143.78182983398438,61.73330307006836
Anemic,Image_079,resultados_fase1\Anemic\Image_079_1_original.png,resultados_fase1\Anemic\Image_079_4_mascara.png,164.7441427311048,71.12773257523772,54.4839721595922,0.0,4.98492776019456,97.24419174590726,7.891481399536133,1.1937065124511719,1.9262491464614868,3.6992180347442627,97.24419403076172,93.61640930175781
Anemic,Image_080,resultados_fase1\Anemic\Image_080_1_original.png,resultados_fase1\Anemic\Image_080_4_mascara.png,226.3847024213623,160.26567096628196,147.24304141208418,0.0,5.1640287453665055,178.54514596062458,20.073320388793945,1.6490156650543213,5.305322647094727,9.083819389343262,178.54515075683594,66.11903381347656
Anemic,Image_082,resultados_fase1\Anemic\Image_082_1_original.png,resultados_fase1\Anemic\Image_082_4_mascara.png,182.7157894736842,99.61704260651629,104.10401002506266,0.8716791979949875,4.591566895819112,124.98972431077694,15.182706832885742,1.689223051071167,3.821553945541382,6.847751617431641,124.9897232055664,83.09874725341797
Anemic,Image_083,resultados_fase1\Anemic\Image_083_1_original.png,resultados_fase1\Anemic\Image_083_4_mascara.png,183.38656296541453,99.14827072646037,104.36372662584809,0.9551547244745987,4.736018432413364,124.95399635942412,13.466986656188965,1.3203706741333008,3.4795632362365723,6.10402774810791,124.95399475097656,84.23828887939453
Anemic,Image_084,resultados_fase1\Anemic\Image_084_1_original.png,resultados_fase1\Anemic\Image_084_4_mascara.png,193.10544217687075,116.6806500377929,90.79931972789116,0.0,6.1031548762497785,136.5818216175359,17.28023338317871,4.315948486328125,3.477135181427002,8.068594932556152,136.58181762695312,76.42478942871094
Anemic,Image_085,resultados_fase1\Anemic\Image_085_1_original.png,resultados_fase1\Anemic\Image_085_4_mascara.png,202.94897724660999,114.26407722362676,75.82004136980005,0.0,5.952122356620212,136.39554125488394,18.956790924072266,4.489312648773193,4.146914005279541,8.916606903076172,136.39553833007812,88.68489837646484
Anemic,Image_086,resultados_fase1\Anemic\Image_086_1_original.png,resultados_fase1\Anemic\Image_086_4_mascara.png,202.94897724660999,114.26407722362676,75.82004136980005,0.0,5.952122356620212,136.39554125488394,18.956790924072266,4.489312648773193,4.146914005279541,8.916606903076172,136.39553833007812,88.68489837646484
Anemic,Image_087,resultados_fase1\Anemic\Image_087_1_original.png,resultados_fase1\Anemic\Image_087_4_mascara.png,202.94897724660999,114.26407722362676,75.82004136980005,0.0,5.952122356620212,136.39554125488394,18.956790924072266,4.489312648773193,4.146914005279541,8.916606903076172,136.39553833007812,88.68489837646484
Anemic,Image_089,resultados_fase1\Anemic\Image_089_1_original.png,resultados_fase1\Anemic\Image_089_4_mascara.png,144.26324472960587,72.32658111824014,60.44051329055912,0.0,5.9388184208505095,92.46287809349221,9.622822761535645,2.313565492630005,1.999144434928894,4.516339302062988,92.46287536621094,71.93666076660156
Anemic,Image_091,resultados_fase1\Anemic\Image_091_1_original.png,resultados_fase1\Anemic\Image_091_4_mascara.png,182.98658061872567,119.18705183364065,121.78365089121081,0.6729153861913543,5.834547540996727,138.56463839377176,13.482687950134277,2.3776888847351074,2.959036111831665,6.145144939422607,138.56463623046875,63.799530029296875
Anemic,Image_092,resultados_fase1\Anemic\Image_092_1_original.png,resultados_fase1\Anemic\Image_092_4_mascara.png,96.53876170655568,52.6079604578564,48.22840790842872,0.0015608740894901144,4.189352311875672,65.24401664932363,7.751300811767578,0.9144120812416077,1.9223030805587769,3.540808916091919,65.2440185546875,43.93080139160156
Anemic,Image_093,resultados_fase1\Anemic\Image_093_1_original.png,resultados_fase1\Anemic\Image_093_4_mascara.png,210.108442503639,132.47933042212517,121.0395924308588,0.0,6.26077548741951,154.3721979621543,19.30043601989746,8.90946102142334,2.298447370529175,10.361631393432617,154.3721923828125,77.62911224365234
Anemic,Image_094,resultados_fase1\Anemic\Image_094_1_original.png,resultados_fase1\Anemic\Image_094_4_mascara.png,198.85212375458835,118.98793917147351,125.45988463555322,0.9973780807551127,6.218954758695703,143.6182485579444,22.087047576904297,3.044572591781616,5.298898696899414,9.9567232131958,143.61825561523438,79.86418151855469
Anemic,Image_099,resultados_fase1\Anemic\Image_099_1_original.png,resultados_fase1\Anemic\Image_099_4_mascara.png,231.74765258215962,180.49647887323943,144.36737089201878,0.0,4.346982494096171,191.67488262910797,27.322769165039062,2.7734742164611816,6.33633279800415,11.881750106811523,191.6748809814453,51.25117492675781
Anemic,Image_101,resultados_fase1\Anemic\Image_101_1_original.png,resultados_fase1\Anemic\Image_101_4_mascara.png,207.30379453956502,151.54002776492365,122.64345210550671,0.0,5.599382397393422,164.91786210087923,19.058074951171875,1.6075891256332397,4.666589736938477,8.299412727355957,164.91786193847656,55.76376724243164
Anemic,Image_102,resultados_fase1\Anemic\Image_102_1_original.png,resultados_fase1\Anemic\Image_102_4_mascara.png,210.108442503639,132.47933042212517,121.0395924308588,0.0,6.26077548741951,154.3721979621543,19.30043601989746,8.90946102142334,2.298447370529175,10.361631393432617,154.3721923828125,77.62911224365234
Anemic,Image_104,resultados_fase1\Anemic\Image_104_1_original.png,resultados_fase1\Anemic\Image_104_4_mascara.png,210.68851177849726,162.41152171485987,150.89449592497488,0.004465780953444233,5.61453449090605,175.53455398012727,14.734397888183594,1.72725248336792,3.587994337081909,6.645069122314453,175.53456115722656,48.2769889831543
Anemic,Image_105,resultados_fase1\Anemic\Image_105_1_original.png,resultados_fase1\Anemic\Image_105_4_mascara.png,154.16675843624637,90.73688350507355,88.52528907417604,0.1854794305042083,5.577100048382755,109.44883190434987,11.056634902954102,4.874852657318115,1.3747868537902832,5.639158725738525,109.4488296508789,63.429874420166016
Anemic,Image_109,resultados_fase1\Anemic\Image_109_1_original.png,resultados_fase1\Anemic\Image_109_4_mascara.png,182.7157894736842,99.61704260651629,104.10401002506266,0.8716791979949875,4.591566895819112,124.98972431077694,15.182706832885742,1.689223051071167,3.821553945541382,6.847751617431641,124.9897232055664,83.09874725341797
Anemic,Image_110,resultados_fase1\Anemic\Image_110_1_original.png,resultados_fase1\Anemic\Image_110_4_mascara.png,184.7696833847016,147.03978705519754,138.20594003922668,0.0,4.828031192397624,157.30232558139534,23.132810592651367,3.534883737564087,5.618006706237793,10.55474853515625,157.3023223876953,37.729896545410156
Anemic,Image_111,resultados_fase1\Anemic\Image_111_1_original.png,resultados_fase1\Anemic\Image_111_4_mascara.png,193.61901639344262,122.81617486338797,99.23169398907103,0.0,5.952578046514675,141.29792349726776,17.64764976501465,3.980327844619751,3.6860716342926025,8.179454803466797,141.2979278564453,70.80284118652344
Anemic,Image_112,resultados_fase1\Anemic\Image_112_1_original.png,resultados_fase1\Anemic\Image_112_4_mascara.png,205.56627516778522,120.52902684563759,83.42818791946308,0.0,5.989128851210732,141.72600671140938,13.860905647277832,4.444295406341553,2.7752609252929688,6.859863758087158,141.72601318359375,85.03724670410156
Anemic,Image_115,resultados_fase1\Anemic\Image_115_1_original.png,resultados_fase1\Anemic\Image_115_4_mascara.png,144.00125575554625,45.7534533277522,31.949769778149854,0.0,4.769428832832737,73.58392632900795,11.14734172821045,4.1071577072143555,2.0750198364257812,5.391360759735107,73.58392333984375,98.247802734375
Anemic,Image_116,resultados_fase1\Anemic\Image_116_1_original.png,resultados_fase1\Anemic\Image_116_4_mascara.png,213.49734856210483,120.24673669182134,108.19309606363451,0.013002243524372833,5.886369042261095,146.76126861105445,9.998062133789062,4.451968193054199,1.2768033742904663,5.269627571105957,146.76126098632812,93.2506103515625
Anemic,Image_118,resultados_fase1\Anemic\Image_118_1_original.png,resultados_fase1\Anemic\Image_118_4_mascara.png,210.108442503639,132.47933042212517,121.0395924308588,0.0,6.26077548741951,154.3721979621543,19.30043601989746,8.90946102142334,2.298447370529175,10.361631393432617,154.3721923828125,77.62911224365234
Anemic,Image_119,resultados_fase1\Anemic\Image_119_1_original.png,resultados_fase1\Anemic\Image_119_4_mascara.png,207.63224325874927,154.859437751004,143.43201376936318,0.0,4.967907341470061,169.3453815261044,22.47905921936035,2.562248945236206,5.807165145874023,10.310774803161621,169.3453826904297,52.772804260253906
Anemic,Image_120,resultados_fase1\Anemic\Image_120_1_original.png,resultados_fase1\Anemic\Image_120_4_mascara.png,172.7124501550731,117.23216659282232,107.8980948161276,0.0008861320336730173,5.697689027196028,132.76783340717768,17.85201644897461,3.1670358180999756,4.256535530090332,8.365556716918945,132.76783752441406,55.480281829833984
Anemic,Image_121,resultados_fase1\Anemic\Image_121_1_original.png,resultados_fase1\Anemic\Image_121_4_mascara.png,218.06743986254295,120.6571091065292,107.31067439862542,0.008376288659793814,5.677057867347944,148.26685996563575,14.595575332641602,2.7970361709594727,3.2339870929718018,6.712252616882324,148.26686096191406,97.41033172607422
Anemic,Image_122,resultados_fase1\Anemic\Image_122_1_original.png,resultados_fase1\Anemic\Image_122_4_mascara.png,144.00125575554625,45.7534533277522,31.949769778149854,0.0,4.769428832832737,73.58392632900795,11.14734172821045,4.1071577072143555,2.0750198364257812,5.391360759735107,73.58392333984375,98.247802734375
Anemic,Image_123,resultados_fase1\Anemic\Image_123_1_original.png,resultados_fase1\Anemic\Image_123_4_mascara.png,218.25825121226342,155.0366025340216,126.99124041920851,0.0,5.251487529974672,170.75801658063506,17.923978805541992,2.1155951023101807,4.194014549255371,7.890246391296387,170.7580108642578,63.221649169921875
Anemic,Image_125,resultados_fase1\Anemic\Image_125_1_original.png,resultados_fase1\Anemic\Image_125_4_mascara.png,182.7157894736842,99.61704260651629,104.10401002506266,0.8716791979949875,4.591566895819112,124.98972431077694,15.182706832885742,1.689223051071167,3.821553945541382,6.847751617431641,124.9897232055664,83.09874725341797
Anemic,Image_126,resultados_fase1\Anemic\Image_126_1_original.png,resultados_fase1\Anemic\Image_126_4_mascara.png,169.52375249500997,73.62946107784431,77.85461077844312,0.8629141716566866,5.750807120243046,102.79584830339321,10.318483352661133,2.020598888397217,2.130512237548828,4.694998264312744,102.79584503173828,95.89429473876953
Anemic,Image_127,resultados_fase1\Anemic\Image_127_1_original.png,resultados_fase1\Anemic\Image_127_4_mascara.png,174.31933248479706,111.73695375477301,124.84839485221326,0.8377881487766935,6.101162769772803,131.94781501909208,12.00381851196289,2.1747984886169434,2.5606465339660645,5.452388286590576,131.94781494140625,62.58237838745117
Anemic,Image_128,resultados_fase1\Anemic\Image_128_1_original.png,resultados_fase1\Anemic\Image_128_4_mascara.png,183.38656296541453,99.14827072646037,104.36372662584809,0.9551547244745987,4.736018432413364,124.95399635942412,13.466986656188965,1.3203706741333008,3.4795632362365723,6.10402774810791,124.95399475097656,84.23828887939453
Anemic,Image_132,resultados_fase1\Anemic\Image_132_1_original.png,resultados_fase1\Anemic\Image_132_4_mascara.png,209.1451876019576,158.3447525829255,148.1299619358347,0.0,5.199054741841154,172.3795541054921,23.067428588867188,2.972811222076416,5.565524578094482,10.414405822753906,172.37954711914062,50.80043411254883
Anemic,Image_136,resultados_fase1\Anemic\Image_136_1_original.png,resultados_fase1\Anemic\Image_136_4_mascara.png,213.71129070596623,120.48024720703589,109.29051580698835,0.05837889232231994,5.8584522582037915,147.0866650820062,10.69198989868164,3.3719990253448486,1.990803599357605,5.203121185302734,147.086669921875,93.23104095458984
Anemic,Image_138,resultados_fase1\Anemic\Image_138_1_original.png,resultados_fase1\Anemic\Image_138_4_mascara.png,134.12345679012347,57.85956790123457,26.540123456790123,0.0,4.65244472318766,77.08024691358025,24.23611068725586,2.725308656692505,5.97239351272583,10.318334579467773,77.08024597167969,76.26388549804688
